subid,blockid,difference.in.rt.aa,mean.difference.in.rt,mean.absolute.difference.in.rt,rt_ratio,mean.difference.in.moral.score,mean.absolute.difference.in.moral.score,bias_ratio
25,18,-0.009132299999919213,0.0765152750000198,0.0765152750000198,1,0.017241379310344827,0.034482758620689655,0.75
18,18,0.24954910000008124,0.22309100000003917,0.28541860000004243,0.75,0.017241379310344827,0.034482758620689655,0.75
24,18,0.07744230000025706,0.060750525000116774,0.060750525000116774,1,0.017241379310344827,0.034482758620689655,0.75
10,18,-0.6378771999734456,-0.8005276499898175,0.8005276499898175,0.0,0.017241379310344827,0.034482758620689655,0.75
17,18,-0.37447610000003806,-0.2318613749998235,0.2318613749998235,0.0,0.017241379310344827,0.034482758620689655,0.75
14,18,0.05817719999959087,0.6280649749995747,0.6516777749997119,0.75,0.017241379310344827,0.034482758620689655,0.75
23,18,-0.1337716000000455,-0.47401517500000523,0.47401517500000523,0.0,0.017241379310344827,0.034482758620689655,0.75
9,18,0.4693479000000025,0.8713808499999232,0.8899167499998839,0.75,0.017241379310344827,0.034482758620689655,0.75
8,18,0.008296799999925442,0.2776252000000454,0.2776252000000454,1,0.017241379310344827,0.034482758620689655,0.75
26,18,0.06344209999952,0.11159760000009562,0.13723910000044273,0.75,0.017241379310344827,0.034482758620689655,0.75
20,18,-0.03989700000010993,0.5257451750002247,0.5849280749999934,0.25,0.017241379310344827,0.034482758620689655,0.75
19,18,-0.006999399999585931,0.09682895000037202,0.11804540000025553,0.25,0.017241379310344827,0.034482758620689655,0.75
5,18,0.7184525999996367,-0.04790747500010184,0.04790747500010184,0.0,0.017241379310344827,0.034482758620689655,0.75
2,18,0.03714360000049047,0.037124500000572845,0.037124500000572845,1,0.017241379310344827,0.034482758620689655,0.75
27,18,-0.690195200000062,-0.3862759499999697,0.47573889999995345,0.08333333333333333,0.017241379310344827,0.034482758620689655,0.75
7,18,-0.02049050000096031,0.06265477499846384,0.09377917499978139,0.75,0.017241379310344827,0.034482758620689655,0.75
12,18,-0.8351971000000731,0.03425709999999069,0.9352801,0.08333333333333333,0.017241379310344827,0.034482758620689655,0.75
16,18,0.14754080000057002,0.14476162499977363,0.15242832499916403,0.75,0.017241379310344827,0.034482758620689655,0.75
13,18,-0.028510700000424494,0.0639972999997554,0.07510529999990467,0.25,0.017241379310344827,0.034482758620689655,0.75
28,18,-0.000345399999787388,0.2214278250005463,0.2214278250005463,1,0.017241379310344827,0.034482758620689655,0.75
21,18,-0.20781169999918347,-0.04609332499921946,0.04609332499921946,0.0,0.017241379310344827,0.034482758620689655,0.75
15,18,0.02752299999974639,0.1978971249998267,0.1978971249998267,1,0.017241379310344827,0.034482758620689655,0.75
4,8,0.0030345000000123745,0.013090099999999397,0.013090099999999397,1,-0.009396095602992205,0.0666621054552089,0.75
29,8,-0.04064489999973375,-0.0822881749999169,0.0822881749999169,0.0,-0.009396095602992205,0.0666621054552089,0.75
